,job_title,company,location,description,age
50,Data Scientist, Zillow Group,"San Francisco, CA","About the role: Zillow Group is looking for a hands-on Data Scientist to build intelligent systems that power rentals on Zillow, Trulia, and HotPads. In this role, you will: Quickly process millions of real estate listings to identify interesting relationships and generate actionable insightsExperiment with different approaches to build and train highly accurate models, and implement software to apply your models to live data.Iteratively design & build optimized big data pipelines using parallel and distributed processing to keep data flowing as fast as possibleYouâ€™ll build dashboards that will let us explore and analyze massive amounts of dataWork closely with other data scientists & engineers, implement highly scalable big data & machine-learning applicationsImagine new features and improvements, and drive them to completionCollaborate with product and service teams to identify questions and issues for data analysis and experimentsWrite elegant, robust, efficient, and readable code that solves complex problems quicklyYou'll collaborate with, learn from, and mentor other engineersAbout the team: The Rental Platform Team builds shared services, data pipelines, and integrations that power three of the four largest rental websites in the US (Zillow, HotPads, and Trulia). We're a nimble, engineering-focused team, giving as much technical and product responsibility as possible to individual engineers/data scientists and working under the leanest possible development processes. This role is for Rental Data Analytics Team, which is responsible for building and maintaining an integrated analytics platform that runs on a centralized, scalable data store to derive interesting insights and develop machine learning applications quickly. Who you are:You have a BS in Computer Science/Statistics or related (MS/Phd is a big plus)You have least 4+ years industry experience (required)You have experience in building & deploying machine learning systems (required)You have experience with writing code in python using machine-learning/computational packages (numpy, scipy, pandas, scikit-learn, tensorflow etc)You have strong communication and organization skillsYou're passionate about big data and engineeringYou have the ability to analyze not-so-perfect data and find interesting insightsYou have experience with Spark, HBase, and related technologiesYou have a deep understanding of data structures and algorithmsYouâ€™re curious to learn the newest techniques and technologiesYou have the energy to keep pace with our daily deployments and constant evolutionYou have experience with version control and Linux command line (preferred)Get to know us! Zillow Group is owned, fueled and grown by innovators who help people make better, smarter decisions around all things home. We encourage one another at every level, and our efforts are supported by employee-driven, world-class benefits that enable us to enjoy our lives outside the office while building fulfilling careers that impact millions of individuals every single day. Our Perks Benefits:Comprehensive Medical/Dental/Vision401K MatchDTO (Discretionary Time Off)$75/month gym reimbursementMonthly happy hoursDog friendly officeUp to $500/month in commuter benefitsZillow Group is an equal opportunity employer committed to cultivating an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, ethnicity, national origin, religion, disability, sex, gender identity or sexual orientation, or any other protected status in accordance with applicable law.If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know.", 17 days ago
51,Data Scientist, AgilOne,"San Francisco, CA","As a Professional Services Data Scientist, you are in charge of designing, building and deploying complex technical custom projects in particular around data integration, data processing and data analytics. You will also work closely with clients, account managers and product implementation to understand clients business use cases, define business and technical requirements and communicate deliverables.In order to succeed in this position, you should be autonomous, analytical, a self-starter and organized. You are adaptable and thrive on working with minimal structure and guidance. You are also excited about working with customers -- both internally and externally. As an experienced professional, you are expected to manage and drive forward multiple complex projects and act as a mentor to less experienced team membersWe work hard to maintain our fast-paced, friendly culture and help us maintain our leadership position in the retail industry and beyond. Responsibilites Develop a deep expertise of AgilOnes platform architecture, data layers and capabilitiesWork with clients, account managers and product to understand the clients business use cases and dataDesign, build, and deploy elegant custom solutions and extensions to the platform in particular around data structures, data integrations, data analytics and data modelsWrite production-quality code and technical documentationTroubleshoot product and data anomalies and ensure absolute integrity of deliverablesUse project, delivery and reporting tools including Salesforce and MavenlinkWork with internal product and engineering teams and contribute to the continued enhancement and improvement of our platform Qualificiations Bachelor's Degree in Engineering, Information Technology, Computer Science, Mathematics or similar technical/analytical degreeStrong academic qualifications, including advanced understanding/coursework in database management and math (Linear, Algebra, Calculus)\2+ years of experience in a data analytics positionSolid programming skills in SQL, TSql, PL/SQL or similar database programming languageProficiency in statistical data analysis and data mining packages (e.g R, Python)Intellectual curiosity, along with excellent problem-solving and quantitative skills, including the ability to disaggregate issues, identify root causes and recommend solutionsSelf-motivated and good sense of ownership - comfortable working in a fast paced environment with limited directionExcellent organizational skills and ability to manage multiple tasks simultaneouslyExcellent written and verbal communication skills tailored to an audience of professionals, management and staff with a broad range of technical skillsHumility and sense of humor Nice to have Experience with ETL tools (e.g SQL Server Integration Services)Understanding and experience of integrating with APIs. Knowledge of standards such as REST, JSON, XML, SOAP and OAuthStrong object oriented programming skills (e.g Java, JavaScript, Scala)Understanding of the Cloudera Big Data Stack. Hands on experience with Hive, Impala and Spark.Experience with digital analytics concepts (e.g Next Product to buy, cross channel attribution) and tools digital analytic (e.g. Google Analytics, CoreMetrics, SiteCatalyst)Prior IT consulting and/or project management experienceMasters Degree or MBA with a technical undergraduate degreeThe AgilOne Story:AgilOne, the Customer Data and Engagement Hub, provides enterprise consumer marketers the power to integrate customer data across digital, physical, and mobile channels, deliver customer analytics with predictive insights and 360-degree profiles, and engage customers at every touch point in order to maximize lifetime value. Currently, the AgilOne solution supports more than 150 brands worldwide.We leverage the latest technologies in big data, machine learning and data quality management to deliver an enterprise-grade, scalable and high performance tool for customers such as Tumi, Lululemon, Lilly Pulitzer and Davids Tea.AgilOne is funded by the best in the Valley - Sequoia Capital, Tenaya, and Mayfield.Competitive compensationExcellent benefitsEquity401kCatered lunches, snacks and beveragesA fun environment to work hard and play harder with passionate people building great products!", 4 days ago
52,Data Scientist, AgilOne,"San Francisco, CA","As a Professional Services Data Scientist, you are in charge of designing, building and deploying complex technical custom projects in particular around data integration, data processing and data analytics. You will also work closely with clients, account managers and product implementation to understand clients business use cases, define business and technical requirements and communicate deliverables.In order to succeed in this position, you should be autonomous, analytical, a self-starter and organized. You are adaptable and thrive on working with minimal structure and guidance. You are also excited about working with customers -- both internally and externally. As an experienced professional, you are expected to manage and drive forward multiple complex projects and act as a mentor to less experienced team membersWe work hard to maintain our fast-paced, friendly culture and help us maintain our leadership position in the retail industry and beyond. Responsibilites Develop a deep expertise of AgilOnes platform architecture, data layers and capabilitiesWork with clients, account managers and product to understand the clients business use cases and dataDesign, build, and deploy elegant custom solutions and extensions to the platform in particular around data structures, data integrations, data analytics and data modelsWrite production-quality code and technical documentationTroubleshoot product and data anomalies and ensure absolute integrity of deliverablesUse project, delivery and reporting tools including Salesforce and MavenlinkWork with internal product and engineering teams and contribute to the continued enhancement and improvement of our platform Qualificiations Bachelor's Degree in Engineering, Information Technology, Computer Science, Mathematics or similar technical/analytical degreeStrong academic qualifications, including advanced understanding/coursework in database management and math (Linear, Algebra, Calculus)\2+ years of experience in a data analytics positionSolid programming skills in SQL, TSql, PL/SQL or similar database programming languageProficiency in statistical data analysis and data mining packages (e.g R, Python)Intellectual curiosity, along with excellent problem-solving and quantitative skills, including the ability to disaggregate issues, identify root causes and recommend solutionsSelf-motivated and good sense of ownership - comfortable working in a fast paced environment with limited directionExcellent organizational skills and ability to manage multiple tasks simultaneouslyExcellent written and verbal communication skills tailored to an audience of professionals, management and staff with a broad range of technical skillsHumility and sense of humor Nice to have Experience with ETL tools (e.g SQL Server Integration Services)Understanding and experience of integrating with APIs. Knowledge of standards such as REST, JSON, XML, SOAP and OAuthStrong object oriented programming skills (e.g Java, JavaScript, Scala)Understanding of the Cloudera Big Data Stack. Hands on experience with Hive, Impala and Spark.Experience with digital analytics concepts (e.g Next Product to buy, cross channel attribution) and tools digital analytic (e.g. Google Analytics, CoreMetrics, SiteCatalyst)Prior IT consulting and/or project management experienceMasters Degree or MBA with a technical undergraduate degreeThe AgilOne Story:AgilOne, the Customer Data and Engagement Hub, provides enterprise consumer marketers the power to integrate customer data across digital, physical, and mobile channels, deliver customer analytics with predictive insights and 360-degree profiles, and engage customers at every touch point in order to maximize lifetime value. Currently, the AgilOne solution supports more than 150 brands worldwide.We leverage the latest technologies in big data, machine learning and data quality management to deliver an enterprise-grade, scalable and high performance tool for customers such as Tumi, Lululemon, Lilly Pulitzer and Davids Tea.AgilOne is funded by the best in the Valley - Sequoia Capital, Tenaya, and Mayfield.Competitive compensationExcellent benefitsEquity401kCatered lunches, snacks and beveragesA fun environment to work hard and play harder with passionate people building great products!", 4 days ago
53,Data Scientist, Smule,"San Francisco, CA"," As a company focused on social music creation, Smule is in a position to leverage many types of interesting data, including social interactions and musical performance audio. You'll be helping us improve our social music recommendations and other data-driven services. You should be able to use data to identify potentially beneficial changes, then implement and evaluate these changes.  You must be largely self-driven; we have a small data team, and as such you can make a large impact, but part of your responsibility is carving out your own niche.  You should be comfortable with software engineering, math, statistics, and machine learning, and be able to wear many ""hats"" and switch between them. This is not strictly an analyst role; you will be responsible for creating data products with direct visibility from users. Requirements Masters/PhD degree in STEM field  5+ years programming experience  2+ years research experience  Background in statistics and machine learning  Familiarity with ""big data"" tools: Hadoop/Hive/Spark  Basic knowledge of SQL  Interactive data exploration in Python/R  Creative thinking & problem solving skills  Good communication & writing; ability to eloquently form an argument backed up by data  Integrity and high standards Bonus Skills: Audio signal processing  Basic knowledge of ""how music works""  Data visualization  Experience with Scala and/or Apache Spark", 8 days ago
54,Data Scientist, Smule,"San Francisco, CA"," As a company focused on social music creation, Smule is in a position to leverage many types of interesting data, including social interactions and musical performance audio. You'll be helping us improve our social music recommendations and other data-driven services. You should be able to use data to identify potentially beneficial changes, then implement and evaluate these changes.  You must be largely self-driven; we have a small data team, and as such you can make a large impact, but part of your responsibility is carving out your own niche.  You should be comfortable with software engineering, math, statistics, and machine learning, and be able to wear many ""hats"" and switch between them. This is not strictly an analyst role; you will be responsible for creating data products with direct visibility from users. Requirements Masters/PhD degree in STEM field  5+ years programming experience  2+ years research experience  Background in statistics and machine learning  Familiarity with ""big data"" tools: Hadoop/Hive/Spark  Basic knowledge of SQL  Interactive data exploration in Python/R  Creative thinking & problem solving skills  Good communication & writing; ability to eloquently form an argument backed up by data  Integrity and high standards Bonus Skills: Audio signal processing  Basic knowledge of ""how music works""  Data visualization  Experience with Scala and/or Apache Spark", 8 days ago
55,Data Scientist, eBay Inc.,"San Francisco, CA","Looking for a company that inspires passion, courage and imagination, where you can be part of the team shaping the future of global commerce? Want to shape how millions of people buy, sell, connect, and share around the world? If youre interested in joining a purpose driven community that is dedicated to creating an ambitious and inclusive workplace, join eBay a company you can be proud to be a part of.Like to shake things up? We do! eBay hires innovators who can push boundaries and change the world. Put on your entrepreneurial hat, roll up your sleeves and dive head first into eBays extensive pools of data. Come with an analytical mindset and a passion for delivering on business goals. Help eBay take data to the next level.We are looking for a motivated software engineeri with a focus on machine learning and data science to build robust and scalable software and draw insights from massive data sets. We want the highest levels of technical talent and programming skills, as well as a keen desire to deeply understand our products and services to push our technology forward. Youll work alongside the best and the brightest engineering talent in the industry.You are:-Insightful. Be able to draw conclusions from large sets of data, and help drive business decisions with numbers-oriented thinking-Resourceful. Have the ability to do a lot with a little. Be able to aggregate information from various places and build relationships with key stakeholders to get the data you need.-Tech Savvy. Master your tools, and continue to expand your systems knowledge through formal or informal research and training.We need:-An excel connoisseur. Know excel backwards and forwards, and be comfortable with using advanced techniques to collect, display and interpret data.-SQL expertise. Proficiency in SQL is required. R, Python, Java, and/or C++ are a bonus-NoSQL Tools. Have familiarity with at least one NoSQL tool; Hadoop, Hive, Pig, Spark, H2O, etc.-A data miner. Be able to extract patterns from large sets of data in order to deliver business insights from dataBasic Qualifications-Completed a Master's degree from an accredited College or University in Computer Science, Statistics, or related major and have several years of relevant working experience or have a PhD specifically studing AI, ML, or Data Science.-Strong applied experience-Creative thinker who knows how to create real-world products-Curate, Acquire & Maintain DataSets-Create and Manage data in traditional and non-traditional ways.-Develop processes using Java, Scala, SQL, Shell etc.-Share engineering support, release & on call.-Estimate, plan & rollout changes-Key skills: SQL, Java, Python, NoSQL tool ie: Hadoop, Pig ,Spark, H2O etc.-Available to work in one of the following locations:-San Jose, CA-San Francisco, CA-Brisbane, CA-Bellevue, WA-Portland, OR-New York, NYDisclaimer: Please note that by applying to this role, you are agreeing to be considered for multiple positions. This is a general description of the qualifications and skills required for positions of this type of role.This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookiesView our privacy policyView our accessibility info R0019678-4", 4 days ago
56,Data Scientist, Sitecore,"Sausalito, CA"," Sitecore is the global leader in experience management software that enables context marketing. The SitecoreÂ® Experience Platformâ„¢ manages content, supplies contextual intelligence, automates communications, and enables personalized commerce, at scale. It empowers marketers to deliver content in context of how customers have engaged with their brand, across every channel, in real timeâ€”before, during, and after a sale. More than 4,900 brandsâ€“â€“including American Express, Carnival Cruise Lines, easyJet, and Lâ€™OrÃ©alâ€“â€“ have trusted Sitecore for context marketing to deliver the personalized interactions that delight audiences, build loyalty, and drive revenue. This position can be located in London (England), Copenhagen (Denmark), Ottawa (Canada) or the San Francisco Bay Area (US).Description With Sitecoreâ€™s success as a market-leading, global software company, we need people to join our team around the world. We are currently looking for a highly skilled and experienced data scientist to join the Product Development team and contribute to Sitecoreâ€™s vision of enabling our customers to own the experience.  You will join a dynamic, international and cutting-edge organization with high growth rates and highly motivated employees. About the job As a seasoned data scientist and a leader in your field, you will be working as part of a team to define and execute data science solutions.  You will proactively lead machine learning research in the Product Engineering team, by collaborating closely with product management teams to operationalize your R models and algorithms into product features. Your responsibilitiesAnalyze customer data sets to define/determine algorithms which enable highly relevant personalization, predictions, and other insightsBuild and train machine learning modelsInterpret data and trends, and present product feature recommendations for the ML product roadmapWork with implementation teams to operationalize your R models and algorithms into .NET based product featuresInform, influence, support, and execute our product decisions and product launchesValidate and test algorithms written in .NET (C#) by development teamsYour qualifications2+ year working in a professional environment analyzing large data sets and applying multiple ML modelsModeling and predictive analytics skills and experience, including multivariate data mining and machine learning techniquesFluency with R or equivalent requiredMS in Statistics, Computer Science, Math, Economics, or equivalent quantitative, data-intensive discipline. Phd desirable.NET experience not required but a plus. Should be able to pseudo-code to validate the algorithmsGood English skills and the ability to thrive in a multinational environmentSitecore offers We will give you the opportunity to work with highly skilled and passionate developers in a dynamic, international and fun work environment. We are an organization where suggestions are welcome, and your influence is embodied in the final product. Sitecore is an open-minded company with great opportunities for personal development.  Sitecore is proud to be an equal opportunity workplace. We are committed to equal employment opportunity without unlawful regard to race, color, ancestry, religion, gender, national origin, sexual orientation, age, citizenship, marital status, disability, veteran status or any other local legally protected characteristic.", 26 days ago
57,Data Scientist: Model Development Group, Carbon Lighthouse,"San Francisco, CA"," Data Scientist: Model Development Group Target Start Date: November 2017 Reports To: Director of Engineering | Model Development Group Location: San Francisco, CA  Carbon Lighthouse is looking for driven and curious Data Scientists to join our Model Development Group, the team responsible for creating and implementing the energy modeling content in our technology platform.  Weâ€™re looking for people to both innovate and expand our technology and energy service by creating models that enables our internal Engineering users to analyze and quantify energy opportunities. This role encompasses building scalable machine learning models and solving difficult data science problems to improve the accuracy, speed, and scope of our technology. Data Scientists in the Model Development Group directly influence our operations, focusing on improvements like: identifying and specifying data requirements, implementing methods that automate detecting patterns and events, and determining relevant variables and their values for modeling and forecasting purposes. The Data Scientists work closely with both our Software Developers as well as users in the Energy Modeling Group to define modeling needs and deliver a better solution.  The ideal candidate has professional or graduate school experience in statistics, computer science, engineering, or equivalent positions, which required using deep expertise with statistical data analysis and machine learning such as linear models, predictive models, classification models, and sampling methods. This person genuinely enjoys working on collaborative teams, and wants to be involved in large-scale challenges that require long-term persistence. While the role involves significant computational modeling work, this candidate also loves connecting models to the real world.  The role will be based out of San Francisco and may require occasional travel to our NYC office or some client sites. About Carbon Lighthouse: Carbon Lighthouse is on a mission to stop climate change by making it easy and profitable for building owners to eliminate carbon emissions caused by wasted energy. The companyâ€™s unique approach to Efficiency Production goes deep into buildings to uncover and continuously correct hidden inefficiencies that add up to meaningful financial value and carbon elimination that lasts. Since 2010, commercial real estate, educational, hospitality and industrial customers nationwide have chosen Carbon Lighthouse to enhance building comfort, increase net operating income and achieve their sustainability goals.  We are a team that highly value question asking, getting it done, integrity, and teamwork. We appreciate a fulfilling work-life balance, prize transparency and communication, hold ourselves to high standards of performance and professionalism, strive for dynamism and innovation, and support our team membersâ€™ professional development. Responsibilities:Develop machine learning content in CLUES (our proprietary application) to quantify the energy, environmental, and financial opportunity in various building energy systems. Leverage deep statistics knowledge to measure the quality of a model and understand the risks associated with errors and uncertainties. Apply methodologies both to static and real time data sets.Identify data requirements that balance accuracy with timeline limitations.Develop new methodologies and better data sets that increase savings, improve accuracy, reduce timelines, and save user â€˜brainspaceâ€™.Solve statistics problems that require understanding and using a variety of data science and engineering principles, and implement the solution in a computational environment.Work closely with Software Developers to implement fault detection, forecasting, and machine learning models within the CLUES software platform.Work closely with our Energy Modeling Group users to identify opportunities to improve scope, algorithms, or interface. Be able to analyze complex energy data with users to determine the quantitative and statistical relationships of complex building systems. Support users during model execution and troubleshooting, and be able to incorporate feedback into model development.Work in a cross-functional team environment where asking questions and challenging assumptions is necessary due to complex and multi-disciplinary problems.Required Qualifications:Dedication to Carbon Lighthouseâ€™s environmental mission.BS in Statistics, Computer Science, Engineering, Physics, Mathematics (or similar technical field).Proven track record of implementing data science techniques within a programming language (Python, R, etc.), or similar work.3+ years work experience and/or equivalent graduate work.Excellent question asker and communicator, and enjoys working on teams.Demonstrated experience solving complex and open-ended engineering challenges: Able to determine an objective, or multi-dimensional objectives.Able to determine data, knowledge, or methodology gaps.Able to represent reality in a computational environment.Able to create a solution, fail, and iterate.Can make judgments of risks and assumptions.Can make logical conclusions, with an understanding of relative strengths and weaknesses.Able to clearly communicate conclusions.Bonus Qualifications:Graduate degree (MS or PhD) in technical and related field.Conversant with data science libraries within Python.Advanced understanding of statistics.Exposure to HVAC system and modeling.Experience with optimization methods in computational modeling.Technical sales of any kind.Compensation and Benefits:Salary + equityMedical, dental and vision insuranceGenerous vacation policyFully paid maternity and paternity leave benefitsSubsidized public transit and bike to work benefits401(k) If youâ€™re excited about our environmental mission and this looks like a fit, you should apply! Please fill out the brief application form at carbonlighthouse.com/about-us/careers and be prepared to submit three references at a later date.  We are an equal opportunity employer and we look forward to hearing from you.", 8 days ago
58,Data Scientist, Nytec,"San Francisco, CA","Job Code: #3314 Title: Data Scientist Job Type: Temp/Contract Job Location: San Francisco  California Job Description: Title: Data Scientist  Location: San Francisco, CA  Duration: Long-Term Contract  Salary: DOE/DOQ + Top Benefits  Nytec is looking for a Data Scientist in the San Francisco, CA area. Responsibilities:Provide quantitative research, modeling, analysis and support for identifying business opportunities/issues and form hypothesesSynthesize findings, prepare presentations and assist in presenting findings to all levels of managementCreate revenue, inventory, price optimization modelsProvide assistance needed to implement the recommendationsIdentify and track the metrics to measure the success of a specific business opportunityQualifications:Proven ability to develop and apply analytic solutions to solve business problemsAbility to work both at a detail level as well as to summarize findings and extrapolate knowledge to make strong recommendations for changeExperience developing short and long term visions for solutions that have significant business impactDemonstrated examples of working with business partners to deliver a solution that met objectivesKnowledge of inventory management, merchandising, pricing, supply chain management and optimization principles and conceptsExperience developing and working with inventory optimization and/or forecasting approaches for retail software or the retail industryAbility to collaborate with cross-functional teams and work independently with minimal supervisionPhD in Operations Research, Statistics, Industrial Engineering or Management Science required.1+ yrs. of professional experience.Hands-on experience with data analysis, statistical, optimization and simulation packages (SQL, MATLAB, SAS etc) is mustInventory management, pricing experience is highly desirableExperience working for retailers, consulting to retailers is highly desirableAbility to communicate effectively with cross-functional teamsExperienced at working with business process owners to understand the process impactTo Apply:Visit our website http://nytec.com/careers/ or email resume and job title to careers@nytec.comIf you have additional questions you may reach us at (425)947-2669. Since 1975, Nytecâ€™s mission has been to set the standard in hiring highly trained and experienced engineers and technicians in both hardware and software services. We build lasting relationships with our clients by creating secure and reliable technical services, providing on-site/off-site staff, and test management solutions. As a full service engineering company, we take products from inception to delivery and elevate software to the next level.  Nytec offers a full benefits package (at most major partners) including sponsored health (medical/dental/vision) plans, PTO, Tuition Reimbursement and Fitness Reimbursement. Receive $500 for referring a candidate that is hired, $500 for referring a job that is filled by Nytec. $1000 for referring the job and the candidate! For full benefits details go to: http://nytec.com/careers/  Nytec is an e-verified company. US citizens and all those authorized to work in the US are encouraged to apply. Visa sponsorships and transfers are considered on a case by case basis.", Today
59,Data Scientist, Databricks,"San Francisco, CA","At Databricks, we make Big Data simple. The state-of-the-art in Big Data is ""simple things complex, complex things impossible."" We think the future should be ""simple things easy, and complex things possible."" Join us and work with world's leading experts in distributed systems, databases, and networking to help build a next-generation Big Data platform that users love.As a data scientist in the data team you will use Databricks to process and analyze Databricks customer usage data, and define correct user engagement metrics that help shape our product better. You will also conduct exploratory data analysis and share interesting insights with the company. Your work will directly influence the companyâ€™s core strategy, future product decisions, and interactions with customers. Join us and work closely with world's leading experts in distributed systems to build a next-generation big data platform that users love.Databricks was founded out of the UC Berkeley AMPLab by the creators of Apache Spark. Weâ€™ve been working for the past six years on cutting-edge systems to extract value from Big Data. We are the winners of the Daytona GraySort making us the fastest big data system on the market. We set a new record sorting 100TB of data 3X faster using 10X fewer machines. We have built a team of the best minds in the world in the field of big data. We have just begun to change the landscape of big data, and we are looking someone equally passionate to grow with us. Databricks is venture-backed by Andreessen Horowitz and NEA.REQUIREMENTS Strong desire to work at a rapidly growing startup.Knowledge of data processing and applied statistics.Proficient in data analysis and visualization using R or PyData.Familiar with SQL and databases like MySQL or PostgreSQL.Experience with distributed data processing systems like Spark and Hadoop.General-purpose languages such as Python and Scala.Desire to explore lots of data to find unexpected insights.Strong communication and presentation skills.PLUSES Advanced degrees in statistics, computer science, math, or similar fields.Familiarity with interactive data visualization using tools like D3.js.BENEFITS Medical, dental, vision401k Retirement PlanUnlimited Paid Time OffCatered lunch (everyday), snacks and drinksGym reimbursementEmployee referral bonus programAwesome coworkersMaternity and paternity plans", 6 days ago
60,Senior Data Scientist, Wheelhouse (California),"San Francisco, CA","About Wheelhouse: We're building a data-driven hospitality company, and data science is the foundation of our success.  Over the last 2.5 years, our team has worked to develop the world's most accurate pricing engine for short-term rentals. We use this pricing engine to power an increasing set of product lines, including Wheelhouse Pricing. Building this pricing engine required (and still requires) us to borrow from a wide range of statistics and ML approaches, including methodologies we found in bio-sciences and other distributed realms.  Now, we're looking to add another data scientist who is passionate about building interpretable machine learning models, and taking them from research to production. These models help our software customers price their homes accurately, and also serve as the foundation of our relationships with many of the world's largest real estate companies.  Our data science team is closely integrated with the engineering team, and we are not shy of full stack tasks from DevOps to front-end integrations. We use open source and homegrown tools in a cloud environment to build the data-driven foundation of all our products.  We currently use Postgres, Redis, R, Ruby/Rails, React, AWS - so in depth experience in any of these areas is definitely a plus. But weâ€™re always open to new technologies and are just as eager to learn as you are. About you:You have experience with building regression, classification, and recommender systemsYou have been working with large datasets in distributed systems and a constrained environmentYou know a breadth of machine learning algorithms and love to find the best approach to a specific problemYou have the engineering skills to write production ready codeYou have experience in SQL and are excited to optimize your queries but also know how to map-reduce the dataYou like to tell others about your data findings and explain why your models workYou think it sounds fun to write a clustering algorithm from scratch, but you also know how to pick the right tool for the job at handYou want to collaborate with data scientists, software engineers, and product teamsYou are eager to learn new programming languages and tools and to try them outYou appreciate the importance of creating robust quality control processes for you models and dataYou love when your work has an immediate impact on real-world resultsYou like to work autonomously and have no problem finding the most relevant projects to work onWithin 30 days, you will...Meet your new teammates, learn what they do and what makes Wheelhouse a special place to workLearn about our core values, mission, vision and company goals, and how theyâ€™ve influenced our culture to dateGet to know our current data infrastructure and take ownership of our market intelligence toolDeploy production ready code and testsStart improving our booking classification systemWithin 3 months, you will...Have a full understanding of our data architecture and recommendation engineIndependently build new features in collaboration with our product teamAdvance & test novel solutions for improving our ability to customize price recommendations for any listing based on that listingâ€™s unique booking historyOwn the analytic and reporting features for the next generation of Wheelhouse pricing for professionalsWithin 6 months, you will...Independently work on additions to our recommendation engineBuild a collaborative recommendation engine that allows our users to share knowledgeImplement a new and improved model to recommend the competitive set of a listing", 4 days ago
61,Data Scientist, Supercell,"San Francisco, CA"," DescriptionDo you actively question the orthodoxy, convention, and dogma held by your peers and/or the broader gaming industry? Are you tired of making decisions purely based on data with no intuition? Do you enjoy the challenge of a highly dynamic ecosystem and an unpredictable industry? If so, this is the team for you!Like all analytics teams, we believe that extracting actionable insight from data is the bedrock of good decision-making ... where we differ is in two key beliefs. First, the best decisions rely not solely on data, but also on intuition grounded in years of knowledge and experience. Second, if we only do marketing that we can easily or cleanly measure, we will fail.If you thrive in a culture of healthy debate and are just as comfortable standing up for your ideas as you are changing your mind in the face of compelling evidence, logic, or intuition, then we want to hear from you. If you enjoy flipping seamlessly between the strategic big picture and the nuts and bolts, then we want to hear from you. If you can solve a Rubikâ€™s cube with one hand while winning a Clash Royale match with the other, itâ€™s not really relevant (but we still want to hear from you).About the roleFood for thought: How might we measure the impact of placing a massive ""Hog Rider"" statue in Asia's largest underground mall? How would you decide whether we should show an ad in next year's Super Bowl? How should we think about the value of players who don't spend a cent, but contribute heavily to a game's community?If tackling these kinds of questions gets you fired up, let's talk.With over 100 million people playing our games every day, marketing at Supercell operates in uncharted territory, and analytics & data science are the compass. Always on the cutting edge of mobile advertising, marketers at Supercell experiment aggressively and adjust on the fly. We collect data and nurture intuition and constantly balance between the two while making strategic recommendations and tactical optimizations to guide everything from massive global multi-channel marketing campaigns to agile hyper-local experiments.Above all, data scientists at Supercell enjoy partnering with colleagues to answer critical and difficult questions. They only care about getting to the best POV, regardless of whether that requires a rigorous statistical model, a simplistic ad hoc approach, or more likely some combination of multiple lenses. Our data scientists are not secluded Ivory Tower wizards, but collaborative problem-solvers. The qualities we look for:Collaborative: you enjoy working hand-in-hand with colleagues more than notStrategic: you always have the strategic question in sight, and never get lost in the details or enamored with an inferior but intellectually more interesting approachStorytelling: You are adept at weaving compelling, thoughtful narratives from dataSkeptical: you relish playing devil's advocate and being a professional, constructive skepticFearless: you are unafraid of uncertainty, and don't get paralyzed when grappling with tricky questions or lack of good dataAdaptable: you are fully comfortable working in a team and industry that are constantly shifting and evolvingRequirements5+ years of experience translating data to insight to recommendationsBS (MS/PhD Preferred) in quant discipline (e.g. Math/Hard Science, Stats, CS, EE, Econ)Strong skills in SQL, R, and PythonExperience in time series analytics and machine learning models is a plusExperienceDevelop and evolve statistical models to guide measurement and optimizationPilot new methods to measure brand new types of marketing effortsDesign and own marketing experiments in partnership with our Media teamBridge the gap from data and analysis to critical business decisionsProvide a data-driven POV to balance our team intuitionTravel at your own discretion to our offices in Helsinki, Tokyo, Seoul and ChinaWhy you'll love it hereIndependence and lack of bureaucracyOpportunity to work with a team of gaming veterans, art veterans, top talent and passionate gamersEasy-going, enthusiastic, open and at the same time, a very results-driven cultureGreat compensation and benefits. We create great teams and take very good care of themPut smiles on the faces of 100 million people who play our games every single dayTravel to our offices in Helsinki, Tokyo, Seoul and China as well as our company offsite meetingsSmartphone, tablet, laptop/workstation of your choiceWork on teams that inspireAbout SupercellSupercell aims to create games that millions of people will pay for years or decades to come. We believe the best people make the best games and that is who we are looking for. If you love games and are passionate about playing and crafting them, and you are looking for a job that provides you ownership and independence, this is the right place.Supercell isn't an entertainment company, it isn't a start-up, and it isn't just any game company. our focus sets us apart. Focus means saying to to a lot. To release four games we have killed fourteen. We've shut down marketing campaigns because they weren't perfect for our players, and we've scrapped a ton of game features that were simply too niche.We also believe that focus means staying small. We hire only the most passionate doers and arm them with the trust and support to make the biggest impact possible. As part of a small, independent team at Supercell, you'll be free to dream and succeed (and sometimes fail) big!", 5 days ago
